rain,radarX,radarY,date,latitude,longitude,labels
86.0,315.0,422.0,2016-01-01,52.1898383,4.4307666,1
14.0,342.0,398.0,2016-01-01,52.3747688,4.8369466,1
12.0,345.0,399.0,2016-01-01,52.3659341,4.8797859,1
12.0,348.0,399.0,2016-01-01,52.3584023,4.913185,1
642.0,319.0,458.0,2016-01-02,51.8722479,4.4414128,1
290.0,335.0,398.0,2016-01-02,52.3809084,4.7330277,1
425.0,353.0,405.0,2016-01-02,52.307923,4.9755446,1
1579.0,304.0,437.0,2016-01-03,52.0633547,4.2574876,1
1233.0,320.0,444.0,2016-01-03,51.99372,4.476477,1
1075.0,329.0,385.0,2016-01-03,52.4973961,4.6645799,1
1220.0,364.0,414.0,2016-01-03,52.2182291,5.1214487,1
109.0,313.0,504.0,2016-01-04,51.4857216,4.3098238,1
1148.0,318.0,435.0,2016-01-04,52.0678612,4.4619003,1
580.0,323.0,455.0,2016-01-04,51.8966825,4.5086512,1
571.0,416.0,506.0,2016-01-04,51.3910133,5.7212825,1
114.0,320.0,425.0,2016-01-05,52.1550567,4.499067,1
208.0,372.0,403.0,2016-01-05,52.3055033,5.2495719,1
13.0,307.0,435.0,2016-01-06,52.0791263,4.3086015,1
98.0,309.0,454.0,2016-01-06,51.9143836,4.316294,1
66.0,315.0,448.0,2016-01-06,51.9605978,4.3954796,1
109.0,421.0,452.0,2016-01-06,51.8459231,5.8642825,1
2211.0,307.0,435.0,2016-01-07,52.0834335,4.3041655,1
2007.0,307.0,438.0,2016-01-07,52.051284,4.2976972,1
2007.0,307.0,438.0,2016-01-07,52.051284,4.2976972,1
2007.0,308.0,437.0,2016-01-07,52.0643735,4.3234694,1
2007.0,308.0,439.0,2016-01-07,52.044014,4.3185012,1
2007.0,308.0,439.0,2016-01-07,52.044014,4.3185012,1
2020.0,311.0,431.0,2016-01-07,52.1154202,4.3661585,1
1923.0,313.0,432.0,2016-01-07,52.102544,4.3983018,1
2048.0,320.0,453.0,2016-01-07,51.913886,4.4641566,1
2048.0,320.0,453.0,2016-01-07,51.9159891,4.4665257,1
1665.0,329.0,398.0,2016-01-07,52.3835289,4.6584754,1
1700.0,338.0,402.0,2016-01-07,52.3409878,4.7791791,1
1821.0,346.0,398.0,2016-01-07,52.3702157,4.8951679,1
1205.0,353.0,399.0,2016-01-07,52.3603518,4.992875,1
1205.0,353.0,399.0,2016-01-07,52.3603518,4.992875,1
1101.0,424.0,392.0,2016-01-07,52.3612787,5.9885782,1
58.0,451.0,290.0,2016-01-08,53.2133613,6.5317585000000005,1
81.0,485.0,293.0,2016-01-08,53.151927,7.0232021,1
53.0,313.0,452.0,2016-01-09,51.9326417,4.3732382,1
81.0,320.0,450.0,2016-01-09,51.9442705,4.4703385,1
110.0,321.0,451.0,2016-01-09,51.9330842,4.4787893,1
92.0,336.0,468.0,2016-01-09,51.7749214,4.6689312,1
17.0,345.0,406.0,2016-01-09,52.3048139,4.8642449,1
32.0,365.0,398.0,2016-01-09,52.3556666,5.158006,1
52.0,373.0,405.0,2016-01-09,52.2923066,5.2634055,1
110.0,305.0,437.0,2016-01-10,52.0649318,4.2784887,1
329.0,311.0,454.0,2016-01-10,51.914669,4.3420794,1
271.0,320.0,448.0,2016-01-10,51.9587386,4.4690604,1
78.0,323.0,436.0,2016-01-10,52.0642397,4.5297308,1
39.0,333.0,408.0,2016-01-10,52.2930374,4.6972795,1
67.0,345.0,399.0,2016-01-10,52.3632702,4.8737316,1
47.0,345.0,405.0,2016-01-10,52.3072807,4.8713127,1
64.0,346.0,399.0,2016-01-10,52.3635598,4.8849894,1
47.0,423.0,305.0,2016-01-10,53.1056077,6.1047554,1
379.0,308.0,439.0,2016-01-11,52.0402863,4.3118851,1
399.0,309.0,435.0,2016-01-11,52.0776538,4.3377542,1
509.0,319.0,451.0,2016-01-11,51.9303412,4.4605435,1
435.0,362.0,433.0,2016-01-11,52.0536901,5.0789203,1
435.0,362.0,433.0,2016-01-11,52.053762,5.0789198,1
285.0,369.0,426.0,2016-01-11,52.1083316,5.1786813,1
386.0,399.0,501.0,2016-01-12,51.4451903,5.4900919,1
267.0,440.0,555.0,2016-01-12,50.954607,5.9775612,1
233.0,447.0,506.0,2016-01-12,51.3622976,6.1404258,1
757.0,312.0,439.0,2016-01-13,52.0422478,4.3728855,1
2236.0,307.0,436.0,2016-01-14,52.0712785,4.3039201,1
2048.0,349.0,399.0,2016-01-14,52.3629202,4.9270711,1
2112.0,247.0,529.0,2016-01-15,51.3098374,3.3874925,1
2393.0,303.0,481.0,2016-01-15,51.6853387,4.2065023,1
1809.0,304.0,435.0,2016-01-15,52.0815101,4.2563433,1
1648.0,306.0,436.0,2016-01-15,52.0704588,4.2853135,1
1473.0,311.0,433.0,2016-01-15,52.0970894,4.3668398,1
1473.0,311.0,433.0,2016-01-15,52.0970894,4.3668398,1
1473.0,311.0,433.0,2016-01-15,52.0970655,4.3599517,1
1512.0,313.0,452.0,2016-01-15,51.9309464,4.3705283,1
887.0,316.0,421.0,2016-01-15,52.1898781,4.4435159,1
915.0,320.0,449.0,2016-01-15,51.9531658,4.4652834,1
991.0,320.0,454.0,2016-01-15,51.9058519,4.4633618,1
431.0,329.0,385.0,2016-01-15,52.4937181,4.6716491,1
587.0,331.0,417.0,2016-01-15,52.2205628,4.6665135,1
148.0,345.0,396.0,2016-01-15,52.3881444,4.8839434,1
275.0,270.0,481.0,2016-01-16,51.7072546,3.7396213,1
457.0,306.0,437.0,2016-01-16,52.0630472,4.2876836,1
699.0,324.0,457.0,2016-01-16,51.8802014,4.5228703,1
452.0,344.0,398.0,2016-01-16,52.3708773,4.864964,1
78.0,489.0,401.0,2016-01-16,52.2211381,6.8961485,1
17.0,480.0,393.0,2016-01-17,52.2976131,6.7718537,1
23.0,306.0,437.0,2016-01-19,52.0633131,4.2895192,1
20.0,314.0,453.0,2016-01-19,51.9235477,4.3871965,1
11.0,348.0,393.0,2016-01-19,52.4110072,4.9255136,1
194.0,313.0,451.0,2016-01-20,51.9351534,4.3695169,1
371.0,318.0,451.0,2016-01-20,51.9326402,4.440985,1
23.0,368.0,413.0,2016-01-20,52.2227123,5.178805,1
633.0,299.0,463.0,2016-01-22,51.8444014,4.1607257,1
518.0,319.0,437.0,2016-01-22,52.0578899,4.4695577,1
454.0,321.0,453.0,2016-01-22,51.9186983,4.4832016,1
507.0,339.0,400.0,2016-01-22,52.3615416,4.7972325,1
521.0,345.0,404.0,2016-01-22,52.3191039,4.8722755,1
424.0,363.0,431.0,2016-01-22,52.0719621,5.0919984,1
487.0,369.0,396.0,2016-01-22,52.3711387,5.2142744,1
762.0,422.0,454.0,2016-01-22,51.8327599,5.8727693,1
617.0,441.0,415.0,2016-01-22,52.142906,6.1960768,1
585.0,443.0,416.0,2016-01-22,52.1341992,6.2239925,1
461.0,308.0,441.0,2016-01-24,52.0305657,4.3134446,1
316.0,311.0,435.0,2016-01-24,52.0787559,4.3610141,1
390.0,311.0,455.0,2016-01-24,51.9053443,4.3345876,1
392.0,322.0,448.0,2016-01-24,51.9619504,4.4983216,1
395.0,323.0,451.0,2016-01-24,51.932766,4.5057333,1
356.0,327.0,447.0,2016-01-24,51.9661939,4.5690461,1
196.0,328.0,386.0,2016-01-24,52.4862824,4.6520708,1
171.0,348.0,399.0,2016-01-24,52.363734,4.9213302,1
182.0,364.0,426.0,2016-01-24,52.1182451,5.108859,1
550.0,303.0,438.0,2016-01-26,52.0560698,4.2394155,1
622.0,304.0,434.0,2016-01-26,52.0886122,4.2677352,1
622.0,304.0,434.0,2016-01-26,52.0886122,4.2677352,1
620.0,305.0,434.0,2016-01-26,52.0858132,4.2787778,1
602.0,308.0,435.0,2016-01-26,52.0754162,4.3170217,1
608.0,321.0,436.0,2016-01-26,52.0624891,4.4937297,1
247.0,326.0,461.0,2016-01-26,51.845639,4.5412972,1
522.0,338.0,383.0,2016-01-26,52.5040482,4.7909281,1
577.0,349.0,398.0,2016-01-26,52.3679336,4.9312625,1
228.0,364.0,441.0,2016-01-26,51.9873743,5.0925364,1
1357.0,310.0,434.0,2016-01-27,52.0848574,4.3476991,1
1324.0,318.0,453.0,2016-01-27,51.9187441,4.4432836,1
1104.0,328.0,392.0,2016-01-27,52.4330622,4.6442348,1
1523.0,328.0,448.0,2016-01-27,51.9528108,4.5835318,1
1648.0,346.0,400.0,2016-01-27,52.3529346,4.8947359,1
846.0,365.0,489.0,2016-01-27,51.5719434,5.0514859,1
1034.0,367.0,483.0,2016-01-27,51.6252217,5.0785737,1
1656.0,371.0,409.0,2016-01-27,52.2532228,5.2256972,1
16.0,320.0,435.0,2016-01-28,52.0672034,4.4790071,1
58.0,322.0,447.0,2016-01-28,51.9644876,4.4962633,1
12.0,307.0,436.0,2016-01-29,52.0697692,4.3081335,1
12.0,307.0,436.0,2016-01-29,52.0698125,4.3081333,1
22.0,321.0,453.0,2016-01-29,51.9170492,4.4754871,1
2787.0,303.0,481.0,2016-01-30,51.6853387,4.2065023,1
1872.0,304.0,437.0,2016-01-30,52.0674524,4.2554881,1
1913.0,307.0,438.0,2016-01-30,52.0510278,4.3040311,1
2015.0,310.0,437.0,2016-01-30,52.0616802,4.3378686,1
1910.0,313.0,452.0,2016-01-30,51.9326592,4.3731796,1
1953.0,316.0,453.0,2016-01-30,51.9184783,4.412214,1
1713.0,319.0,423.0,2016-01-30,52.1709393,4.4848632,1
1722.0,320.0,425.0,2016-01-30,52.1528093,4.4895258,1
1855.0,320.0,456.0,2016-01-30,51.8914349,4.4674266,1
1898.0,323.0,455.0,2016-01-30,51.8936083,4.509622,1
2320.0,328.0,444.0,2016-01-30,51.9919178,4.5916302,1
2110.0,347.0,396.0,2016-01-30,52.3862395,4.909077,1
2289.0,377.0,488.0,2016-01-30,51.5783807,5.2070144,1
2134.0,448.0,443.0,2016-01-30,51.9027041,6.2579834,1
374.0,310.0,461.0,2016-01-31,51.854567,4.3148719,1
562.0,347.0,398.0,2016-01-31,52.3694878,4.9060939,1
562.0,347.0,398.0,2016-01-31,52.3691215,4.9078917,1
687.0,435.0,571.0,2016-01-31,50.816183,5.8928486,1
31.0,314.0,426.0,2016-02-01,52.1506264,4.4050834,1
66.0,361.0,437.0,2016-02-02,52.0234389,5.0535877,1
254.0,429.0,474.0,2016-02-02,51.6513034,5.9385777,1
22.0,452.0,289.0,2016-02-02,53.2172407,6.5571931,1
73.0,307.0,437.0,2016-02-03,52.0664433,4.2971823,1
88.0,311.0,452.0,2016-02-03,51.9286824,4.3409618,1
202.0,353.0,391.0,2016-02-03,52.4299138,4.9971277,1
305.0,369.0,435.0,2016-02-03,52.0341132,5.1715652,1
590.0,304.0,453.0,2016-02-04,51.927028,4.2425246,1
711.0,309.0,455.0,2016-02-04,51.9083134,4.310102,1
467.0,317.0,451.0,2016-02-04,51.9320113,4.4266174,1
516.0,325.0,449.0,2016-02-04,51.9455208,4.5412055,1
298.0,342.0,399.0,2016-02-04,52.364889,4.8390723,1
282.0,345.0,398.0,2016-02-04,52.370262,4.8818338,1
45.0,304.0,440.0,2016-02-05,52.0419175,4.2557399,1
69.0,309.0,437.0,2016-02-05,52.0575571,4.3263539,1
76.0,313.0,444.0,2016-02-05,51.9966475,4.3751436,1
38.0,319.0,426.0,2016-02-05,52.1514491,4.4774105,1
34.0,330.0,384.0,2016-02-05,52.4996667,4.6804478,1
60.0,345.0,408.0,2016-02-05,52.2851314,4.8624246,1
378.0,306.0,436.0,2016-02-07,52.0685107,4.2846176,1
379.0,306.0,438.0,2016-02-07,52.051374,4.2938314,1
266.0,312.0,462.0,2016-02-07,51.8473603,4.3491505,1
236.0,322.0,451.0,2016-02-07,51.9322796,4.4936886,1
356.0,330.0,385.0,2016-02-07,52.4951329,4.6858214,1
253.0,336.0,350.0,2016-02-07,52.7880912,4.8043998,1
432.0,345.0,396.0,2016-02-07,52.3914263,4.8738889,1
129.0,440.0,523.0,2016-02-07,51.2265364,6.031095,1
47.0,441.0,403.0,2016-02-07,52.2477033,6.2125077,1
627.0,306.0,436.0,2016-02-08,52.075023,4.2831734,1
702.0,307.0,438.0,2016-02-08,52.054848,4.30598,1
879.0,319.0,453.0,2016-02-08,51.91814,4.453181,1
838.0,322.0,456.0,2016-02-08,51.8910328,4.4887154,1
1121.0,349.0,399.0,2016-02-08,52.3588323,4.9385876,1
1077.0,353.0,403.0,2016-02-08,52.3191222,4.9782422,1
1981.0,437.0,402.0,2016-02-08,52.2613056,6.1656959,1
896.0,449.0,505.0,2016-02-08,51.3679799,6.1702504,1
1736.0,400.0,481.0,2016-02-09,51.6161587,5.5427045,1
1500.0,448.0,344.0,2016-02-09,52.7512818,6.4087621,1
819.0,311.0,454.0,2016-02-10,51.9125239,4.3443902,1
359.0,326.0,400.0,2016-02-10,52.3678752,4.6067982,1
298.0,329.0,385.0,2016-02-10,52.4909008,4.6739475,1
998.0,335.0,443.0,2016-02-10,51.9879317,4.6790767,1
500.0,337.0,411.0,2016-02-10,52.2653326,4.7561154,1
938.0,423.0,453.0,2016-02-10,51.8350678,5.8903354,1
21.0,308.0,438.0,2016-02-11,52.0560489,4.3164058,1
30.0,316.0,440.0,2016-02-11,52.0275357,4.4256627,1
11.0,320.0,437.0,2016-02-11,52.053634,4.4888179,1
19.0,321.0,456.0,2016-02-11,51.8922048,4.4711559,1
20.0,357.0,460.0,2016-02-11,51.8300784,4.9758107,1
429.0,444.0,575.0,2016-02-11,50.7756517,6.0086838,1
54.0,305.0,456.0,2016-02-13,51.8998568,4.2595344,1
128.0,313.0,432.0,2016-02-13,52.0973339,4.3965636,1
28.0,321.0,456.0,2016-02-13,51.8929677,4.4767599,1
165.0,352.0,403.0,2016-02-13,52.3254916,4.9748244,1
64.0,365.0,429.0,2016-02-13,52.0928978,5.1167137,1
790.0,304.0,443.0,2016-02-14,52.0135966,4.2541825,1
1103.0,310.0,434.0,2016-02-14,52.0886389,4.3533017,1
1067.0,314.0,454.0,2016-02-14,51.9104366,4.3750181,1
1070.0,322.0,456.0,2016-02-14,51.8897808,4.488969,1
1072.0,323.0,451.0,2016-02-14,51.927682,4.5125641,1
1209.0,324.0,458.0,2016-02-14,51.8711638,4.5211126,1
1258.0,328.0,398.0,2016-02-14,52.381668,4.6316987,1
1678.0,371.0,407.0,2016-02-14,52.2756314,5.237459,1
594.0,391.0,505.0,2016-02-14,51.4174249,5.3873877,1
97.0,423.0,409.0,2016-02-15,52.2155457,5.9608226,1
357.0,305.0,436.0,2016-02-18,52.0731775,4.2790471,1
357.0,330.0,447.0,2016-02-18,51.9607875,4.605432,1
67.0,305.0,435.0,2016-02-19,52.0779913,4.2728882,1
67.0,305.0,435.0,2016-02-19,52.0779913,4.2728882,1
21.0,322.0,452.0,2016-02-19,51.9230558,4.4881682,1
59.0,363.0,431.0,2016-02-19,52.0713614,5.0901666,1
167.0,365.0,452.0,2016-02-19,51.8906265,5.093359,1
1197.0,305.0,437.0,2016-02-20,52.0653054,4.2783087,1
1625.0,309.0,433.0,2016-02-20,52.0925068,4.3270764,1
1244.0,313.0,451.0,2016-02-20,51.9371139,4.370665,1
1150.0,345.0,398.0,2016-02-20,52.3681829,4.8798696,1
633.0,313.0,444.0,2016-02-21,51.9959425,4.3719831,1
380.0,317.0,451.0,2016-02-21,51.9342458,4.4284692,1
711.0,321.0,424.0,2016-02-21,52.1684309,4.5134477,1
114.0,321.0,458.0,2016-02-21,51.8748114,4.4768949,1
114.0,321.0,458.0,2016-02-21,51.8748114,4.4768949,1
548.0,329.0,450.0,2016-02-21,51.9335464,4.5991881,1
541.0,338.0,440.0,2016-02-21,52.0169592,4.7245071,1
410.0,343.0,399.0,2016-02-21,52.3668157,4.8431936,1
296.0,390.0,455.0,2016-02-21,51.8508043,5.4392195,1
803.0,421.0,452.0,2016-02-21,51.8437146,5.8647344,1
850.0,424.0,436.0,2016-02-21,51.9797777,5.9295555,1
608.0,307.0,438.0,2016-02-22,52.0522884,4.304263,1
557.0,308.0,435.0,2016-02-22,52.0767146,4.3127949,1
893.0,318.0,453.0,2016-02-22,51.916783,4.4377275,1
988.0,320.0,458.0,2016-02-22,51.8736763,4.4661862,1
967.0,326.0,452.0,2016-02-22,51.9183994,4.5518106,1
187.0,301.0,445.0,2016-02-23,51.9945442,4.2115328,1
180.0,321.0,453.0,2016-02-23,51.9125552,4.4803747,1
118.0,345.0,406.0,2016-02-23,52.2993636,4.8613917,1
95.0,415.0,326.0,2016-02-23,52.9318001,5.9584478,1
142.0,421.0,305.0,2016-02-23,53.1115545,6.0789236,1
104.0,312.0,455.0,2016-02-24,51.9055837,4.349376,1
165.0,325.0,458.0,2016-02-24,51.8718546,4.527053,1
84.0,327.0,455.0,2016-02-24,51.8916577,4.5584461,1
40.0,328.0,490.0,2016-02-24,51.5915853,4.5411744,1
239.0,343.0,400.0,2016-02-24,52.352937,4.8467543,1
369.0,345.0,399.0,2016-02-24,52.3619757,4.8714419,1
37.0,352.0,476.0,2016-02-24,51.6952393,4.8811123,1
230.0,354.0,430.0,2016-02-24,52.0912579,4.9626289,1
512.0,304.0,434.0,2016-02-25,52.090579,4.2618927,1
396.0,311.0,445.0,2016-02-25,51.9888974,4.3458762,1
237.0,313.0,450.0,2016-02-25,51.9434981,4.3771674,1
154.0,319.0,454.0,2016-02-25,51.9072128,4.4531819,1
149.0,322.0,455.0,2016-02-25,51.89541,4.4942442,1
261.0,364.0,425.0,2016-02-25,52.1205477,5.1136577,1
155.0,469.0,431.0,2016-02-25,51.9839568,6.5674152,1
15.0,308.0,438.0,2016-02-26,52.0546052,4.3098935,1
15.0,308.0,438.0,2016-02-26,52.0546052,4.3098935,1
91.0,347.0,397.0,2016-02-26,52.3758298,4.9008852,1
47.0,369.0,396.0,2016-02-27,52.3669107,5.217844,1
14.0,318.0,422.0,2016-02-28,52.183954,4.4766158,1
704.0,321.0,456.0,2016-03-01,51.8909812,4.4812114,1
693.0,321.0,457.0,2016-03-01,51.8777762,4.4732187,1
773.0,322.0,451.0,2016-03-01,51.9358876,4.4925862,1
747.0,322.0,453.0,2016-03-01,51.9170362,4.4879883,1
916.0,326.0,398.0,2016-03-01,52.387754,4.6146452,1
770.0,329.0,422.0,2016-03-01,52.1740839,4.6318566,1
943.0,341.0,397.0,2016-03-01,52.3836827,4.8176937,1
503.0,398.0,503.0,2016-03-01,51.4328071,5.4864688,1
937.0,306.0,437.0,2016-03-02,52.0602898,4.2917762,1
884.0,364.0,413.0,2016-03-02,52.2236056,5.1303733,1
763.0,392.0,438.0,2016-03-02,51.9874342,5.4894854,1
35.0,304.0,437.0,2016-03-03,52.0647458,4.2638404,1
76.0,347.0,399.0,2016-03-03,52.3653056,4.9075928,1
1245.0,306.0,435.0,2016-03-04,52.0805502,4.2964954,1
1112.0,311.0,453.0,2016-03-04,51.9198965,4.3476208,1
1182.0,320.0,455.0,2016-03-04,51.9026488,4.4607036,1
1073.0,321.0,436.0,2016-03-04,52.0587905,4.5014881,1
889.0,327.0,399.0,2016-03-04,52.3791158,4.6270152,1
913.0,328.0,398.0,2016-03-04,52.3797587,4.6334399,1
58.0,345.0,396.0,2016-03-05,52.3873735,4.8823208,1
288.0,308.0,437.0,2016-03-06,52.0585712,4.3160246,1
45.0,328.0,346.0,2016-03-06,52.8358309,4.6934839,1
202.0,346.0,400.0,2016-03-06,52.3493322,4.8916944,1
208.0,363.0,432.0,2016-03-06,52.0664279,5.093635,1
39.0,449.0,504.0,2016-03-06,51.3734168,6.1704541,1
773.0,306.0,437.0,2016-03-07,52.0640911,4.2868558,1
754.0,309.0,438.0,2016-03-07,52.0568034,4.3259832,1
650.0,321.0,458.0,2016-03-07,51.874755,4.4701799,1
645.0,322.0,455.0,2016-03-07,51.8936407,4.4909421,1
191.0,328.0,386.0,2016-03-07,52.4879103,4.6595378,1
228.0,344.0,398.0,2016-03-07,52.3760429,4.8583534,1
216.0,349.0,395.0,2016-03-07,52.3968926,4.9385165,1
65.0,305.0,435.0,2016-03-08,52.0807608,4.2786987,1
92.0,307.0,438.0,2016-03-08,52.0551651,4.3052724,1
43.0,311.0,505.0,2016-03-08,51.4806178,4.2859743,1
181.0,355.0,364.0,2016-03-08,52.6535458,5.0631549,1
134.0,424.0,409.0,2016-03-08,52.2097713,5.9667056,1
15.0,309.0,436.0,2016-03-12,52.0669171,4.3281705,1
20.0,310.0,435.0,2016-03-12,52.0766482,4.3431339,1
81.0,309.0,435.0,2016-03-15,52.0780537,4.3313866,1
17.0,346.0,393.0,2016-03-16,52.4135058,4.8986491,1
36.0,326.0,389.0,2016-03-17,52.4623689,4.6212735,1
71.0,309.0,436.0,2016-03-20,52.0688997,4.3260018,1
97.0,320.0,451.0,2016-03-20,51.9340163,4.4694281,1
114.0,321.0,452.0,2016-03-20,51.9252819,4.4762176,1
104.0,322.0,451.0,2016-03-20,51.9359436,4.4920597,1
66.0,326.0,460.0,2016-03-20,51.853181,4.5426071,1
54.0,305.0,435.0,2016-03-21,52.076912,4.2752221,1
41.0,305.0,437.0,2016-03-21,52.0667542,4.2802977,1
39.0,313.0,433.0,2016-03-21,52.0904667,4.3955045,1
105.0,314.0,420.0,2016-03-21,52.2068273,4.4220307,1
39.0,329.0,387.0,2016-03-21,52.4764215,4.6598885,1
63.0,329.0,384.0,2016-03-22,52.5021917,4.6639565,1
52.0,349.0,395.0,2016-03-22,52.3962067,4.9377742,1
13.0,310.0,503.0,2016-03-23,51.4941484,4.2745223,1
49.0,345.0,401.0,2016-03-23,52.3481404,4.8695317,1
21.0,320.0,424.0,2016-03-24,52.1683238,4.4937201,1
79.0,382.0,417.0,2016-03-24,52.1802208,5.3739572,1
726.0,304.0,433.0,2016-03-25,52.0946473,4.2654483,1
701.0,317.0,425.0,2016-03-25,52.1572976,4.4585706,1
761.0,322.0,451.0,2016-03-25,51.9304385,4.4925752,1
657.0,337.0,439.0,2016-03-25,52.0253963,4.7223716,1
176.0,306.0,437.0,2016-03-26,52.0619241,4.2896653,1
119.0,309.0,437.0,2016-03-26,52.0612205,4.33069,1
91.0,311.0,454.0,2016-03-26,51.9100069,4.3413384,1
152.0,319.0,454.0,2016-03-26,51.9054055,4.4535037,1
122.0,320.0,451.0,2016-03-26,51.9342969,4.4701542,1
16.0,338.0,440.0,2016-03-26,52.0167906,4.7264909,1
47.0,345.0,408.0,2016-03-26,52.2855009,4.8667144,1
16.0,364.0,426.0,2016-03-26,52.1187992,5.1075415,1
15.0,368.0,414.0,2016-03-26,52.2185706,5.184985,1
1194.0,307.0,438.0,2016-03-27,52.0531648,4.3018215,1
1330.0,322.0,425.0,2016-03-27,52.1534842,4.5172181,1
857.0,343.0,494.0,2016-03-27,51.5522048,4.731514,1
383.0,423.0,502.0,2016-03-27,51.4141759,5.821055,1
512.0,305.0,438.0,2016-03-28,52.0578766,4.2740744,1
445.0,320.0,452.0,2016-03-28,51.9225697,4.4629692,1
357.0,322.0,453.0,2016-03-28,51.9170362,4.4879883,1
999.0,310.0,434.0,2016-03-29,52.0870701,4.3428145,1
1133.0,347.0,396.0,2016-03-29,52.3899629,4.9113095,1
406.0,354.0,365.0,2016-03-29,52.6473479,5.0513354,1
623.0,424.0,409.0,2016-03-29,52.2097713,5.9667056,1
289.0,432.0,405.0,2016-03-30,52.2361966,6.0829962,1
38.0,310.0,436.0,2016-04-01,52.0718423,4.3505976,1
42.0,321.0,423.0,2016-04-02,52.1722818,4.5093262,1
420.0,304.0,437.0,2016-04-03,52.0655224,4.2672986,1
274.0,322.0,456.0,2016-04-03,51.8897751,4.486589,1
263.0,323.0,454.0,2016-04-03,51.908324,4.503117,1
378.0,333.0,464.0,2016-04-03,51.8099003,4.6351231,1
459.0,340.0,399.0,2016-04-03,52.3635577,4.8081448,1
397.0,353.0,404.0,2016-04-03,52.3176722,4.9773902,1
397.0,353.0,404.0,2016-04-03,52.3175826,4.977479,1
815.0,300.0,446.0,2016-04-04,51.9933125,4.1945431,1
140.0,312.0,451.0,2016-04-04,51.9374197,4.3562318,1
599.0,317.0,426.0,2016-04-04,52.1481439,4.4535741,1
188.0,319.0,454.0,2016-04-04,51.9093949,4.4555718,1
1068.0,328.0,398.0,2016-04-04,52.3797416,4.6376413,1
842.0,369.0,413.0,2016-04-04,52.2272483,5.1985134,1
37.0,324.0,449.0,2016-04-05,51.9522665,4.5207996,1
181.0,348.0,492.0,2016-04-05,51.5650385,4.809456,1
94.0,349.0,402.0,2016-04-05,52.3308503,4.9336237,1
788.0,395.0,505.0,2016-04-05,51.4163075,5.4394259,1
409.0,396.0,501.0,2016-04-05,51.4475292,5.4551396,1
396.0,454.0,291.0,2016-04-05,53.1960215,6.5748007,1
338.0,472.0,384.0,2016-04-05,52.3804626,6.6750476,1
642.0,302.0,438.0,2016-04-06,52.0596303,4.2312308,1
687.0,308.0,437.0,2016-04-06,52.0576241,4.3186283,1
535.0,319.0,451.0,2016-04-06,51.9299641,4.4578609,1
540.0,320.0,436.0,2016-04-06,52.0616625,4.4843402,1
476.0,341.0,489.0,2016-04-06,51.5948703,4.7211703,1
709.0,346.0,397.0,2016-04-06,52.3760905,4.8922425,1
345.0,373.0,429.0,2016-04-06,52.0873154,5.2362217,1
38.0,307.0,436.0,2016-04-07,52.0694913,4.3001856,1
345.0,314.0,453.0,2016-04-07,51.9207343,4.3893234,1
68.0,329.0,399.0,2016-04-07,52.3710473,4.6469049,1
153.0,369.0,400.0,2016-04-07,52.3392583,5.2073847,1
114.0,388.0,452.0,2016-04-07,51.8734464,5.4088097,1
256.0,398.0,406.0,2016-04-07,52.264327,5.6094647,1
444.0,426.0,342.0,2016-04-07,52.7827667,6.091813,1
80.0,333.0,463.0,2016-04-08,51.825255749793,4.6385919592558,1
42.0,418.0,436.0,2016-04-08,51.9874456,5.8409365,1
121.0,309.0,437.0,2016-04-09,52.0572317,4.3249369,1
159.0,314.0,453.0,2016-04-09,51.9207343,4.3893234,1
122.0,322.0,456.0,2016-04-09,51.8910328,4.4887154,1
160.0,305.0,436.0,2016-04-10,52.068457,4.2803684,1
162.0,306.0,436.0,2016-04-10,52.0685106,4.2920923,1
162.0,306.0,436.0,2016-04-10,52.0721719,4.2936003,1
260.0,328.0,412.0,2016-04-10,52.2616587,4.6197651,1
292.0,344.0,400.0,2016-04-10,52.3559223,4.8548849,1
116.0,344.0,490.0,2016-04-10,51.5790433,4.7523054,1
272.0,349.0,399.0,2016-04-10,52.3603309,4.9367959,1
67.0,418.0,443.0,2016-04-10,51.9231643,5.8416334,1
79.0,296.0,464.0,2016-04-11,51.8346358,4.1212459,1
113.0,304.0,436.0,2016-04-11,52.0762887,4.2635825,1
320.0,387.0,512.0,2016-04-11,51.3588249,5.3176836,1
22.0,305.0,456.0,2016-04-12,51.9027955,4.2613353,1
24.0,313.0,451.0,2016-04-12,51.9365305,4.3707655,1
234.0,321.0,453.0,2016-04-12,51.9162207,4.4812892,1
875.0,344.0,400.0,2016-04-12,52.3587801,4.8629778,1
1060.0,345.0,396.0,2016-04-12,52.3874179,4.8822699,1
608.0,350.0,395.0,2016-04-12,52.39672,4.952476,1
516.0,414.0,496.0,2016-04-12,51.4765431,5.7077896,1
202.0,318.0,453.0,2016-04-13,51.9150484,4.4394094,1
57.0,366.0,407.0,2016-04-13,52.2813951,5.1554646,1
57.0,366.0,407.0,2016-04-13,52.2813951,5.1554646,1
4504.0,388.0,417.0,2016-04-13,52.1761107,5.4580787,1
442.0,463.0,376.0,2016-04-13,52.4552925,6.5616252,1
27.0,305.0,440.0,2016-04-14,52.0358008,4.2665632,1
37.0,442.0,424.0,2016-04-14,52.071052876721,6.1976143584804,1
1640.0,320.0,451.0,2016-04-15,51.9377564,4.4679122,1
1776.0,322.0,452.0,2016-04-15,51.922645,4.4958446,1
1922.0,322.0,456.0,2016-04-15,51.8910403,4.4941002,1
